"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44732","1","제주여행","여행","국내여행","제주특별자치도","282","2387","2669","20201101"
"44733","2","부산여행","여행","국내여행","부산광역시","219","1857","2076","20201101"
"44734","3","경주여행","여행","국내여행","경상북도","160","1367","1527","20201101"
"44735","4","여수여행","여행","국내여행","전라남도","135","1117","1252","20201101"
"44736","5","강릉여행","여행","국내여행","강원도","163","886","1049","20201101"
"44737","6","속초여행","여행","국내여행","강원도","99","684","783","20201101"
"44738","7","남해여행","여행","국내여행","경상남도","102","668","770","20201101"
"44739","8","전주여행","여행","국내여행","전라북도","93","669","762","20201101"
"44740","9","군산여행","여행","국내여행","전라북도","87","452","539","20201101"
"44741","10","통영여행","여행","국내여행","경상남도","73","383","456","20201101"
