"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40932","1","부산여행","여행","국내여행","부산광역시","1606","571","2177","20191018"
"40933","2","제주여행","여행","국내여행","제주특별자치도","1184","403","1587","20191018"
"40934","3","경주여행","여행","국내여행","경상북도","1007","334","1341","20191018"
"40935","4","여수여행","여행","국내여행","전라남도","705","262","967","20191018"
"40936","5","강릉여행","여행","국내여행","강원도","674","235","909","20191018"
"40937","6","속초여행","여행","국내여행","강원도","556","214","770","20191018"
"40938","7","전주여행","여행","국내여행","전라북도","502","225","727","20191018"
"40939","8","군산여행","여행","국내여행","전라북도","550","143","693","20191018"
"40940","9","순천여행","여행","국내여행","전라남도","422","191","613","20191018"
"40941","10","춘천여행","여행","국내여행","강원도","426","157","583","20191018"
