"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41612","1","부산여행","여행","국내여행","부산광역시","3067","594","3661","20191225"
"41613","2","제주여행","여행","국내여행","제주특별자치도","1899","256","2155","20191225"
"41614","3","여수여행","여행","국내여행","전라남도","1354","175","1529","20191225"
"41615","4","강릉여행","여행","국내여행","강원도","1241","224","1465","20191225"
"41616","5","경주여행","여행","국내여행","경상북도","1142","135","1277","20191225"
"41617","6","속초여행","여행","국내여행","강원도","1040","131","1171","20191225"
"41618","7","군산여행","여행","국내여행","전라북도","760","100","860","20191225"
"41619","8","전주여행","여행","국내여행","전라북도","725","102","827","20191225"
"41620","9","대구여행","여행","국내여행","대구광역시","687","90","777","20191225"
"41621","10","순천여행","여행","국내여행","전라남도","518","80","598","20191225"
