"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47162","1","부산여행","여행","국내여행","부산광역시","809","1850","2659","20210702"
"47163","2","제주여행","여행","국내여행","제주특별자치도","580","1718","2298","20210702"
"47164","3","여수여행","여행","국내여행","전라남도","563","1315","1878","20210702"
"47165","4","강릉여행","여행","국내여행","강원도","442","1053","1495","20210702"
"47166","5","경주여행","여행","국내여행","경상북도","396","972","1368","20210702"
"47167","6","속초여행","여행","국내여행","강원도","329","724","1053","20210702"
"47168","7","남해여행","여행","국내여행","경상남도","272","586","858","20210702"
"47169","8","전주여행","여행","국내여행","전라북도","177","578","755","20210702"
"47170","9","통영여행","여행","국내여행","경상남도","170","470","640","20210702"
"47171","10","군산여행","여행","국내여행","전라북도","172","464","636","20210702"
