"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49592","1","부산여행","여행","국내여행","부산광역시","422","1644","2066","20220225"
"49593","2","제주여행","여행","국내여행","제주특별자치도","346","1423","1769","20220225"
"49594","3","경주여행","여행","국내여행","경상북도","281","1066","1347","20220225"
"49595","4","강릉여행","여행","국내여행","강원도","250","1061","1311","20220225"
"49596","5","여수여행","여행","국내여행","전라남도","285","989","1274","20220225"
"49597","6","속초여행","여행","국내여행","강원도","228","772","1000","20220225"
"49598","7","군산여행","여행","국내여행","전라북도","164","773","937","20220225"
"49599","8","대구여행","여행","국내여행","대구광역시","182","697","879","20220225"
"49600","9","전주여행","여행","국내여행","전라북도","188","673","861","20220225"
"49601","10","남해여행","여행","국내여행","경상남도","166","675","841","20220225"
