"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48802","1","부산여행","여행","국내여행","부산광역시","614","1829","2443","20211213"
"48803","2","제주여행","여행","국내여행","제주특별자치도","416","1461","1877","20211213"
"48804","3","강릉여행","여행","국내여행","강원도","287","940","1227","20211213"
"48805","4","여수여행","여행","국내여행","전라남도","301","906","1207","20211213"
"48806","5","경주여행","여행","국내여행","경상북도","341","831","1172","20211213"
"48807","6","속초여행","여행","국내여행","강원도","166","583","749","20211213"
"48808","7","전주여행","여행","국내여행","전라북도","198","538","736","20211213"
"48809","8","군산여행","여행","국내여행","전라북도","169","435","604","20211213"
"48810","9","남해여행","여행","국내여행","경상남도","184","402","586","20211213"
"48811","10","대구여행","여행","국내여행","대구광역시","165","379","544","20211213"
