"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47952","1","부산여행","여행","국내여행","부산광역시","188","1977","2165","20210919"
"47953","2","경주여행","여행","국내여행","경상북도","194","1762","1956","20210919"
"47954","3","제주여행","여행","국내여행","제주특별자치도","150","1600","1750","20210919"
"47955","4","여수여행","여행","국내여행","전라남도","128","1474","1602","20210919"
"47956","5","강릉여행","여행","국내여행","강원도","94","981","1075","20210919"
"47957","6","속초여행","여행","국내여행","강원도","86","833","919","20210919"
"47958","7","군산여행","여행","국내여행","전라북도","77","804","881","20210919"
"47959","8","전주여행","여행","국내여행","전라북도","73","770","843","20210919"
"47960","9","춘천여행","여행","국내여행","강원도","65","639","704","20210919"
"47961","10","대구여행","여행","국내여행","대구광역시","41","596","637","20210919"
