"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46212","1","제주여행","여행","국내여행","제주특별자치도","756","2369","3125","20210329"
"46213","2","부산여행","여행","국내여행","부산광역시","461","1269","1730","20210329"
"46214","3","경주여행","여행","국내여행","경상북도","484","1118","1602","20210329"
"46215","4","여수여행","여행","국내여행","전라남도","272","878","1150","20210329"
"46216","5","강릉여행","여행","국내여행","강원도","261","666","927","20210329"
"46217","6","전주여행","여행","국내여행","전라북도","195","510","705","20210329"
"46218","7","남해여행","여행","국내여행","경상남도","200","479","679","20210329"
"46219","8","속초여행","여행","국내여행","강원도","182","402","584","20210329"
"46220","9","대구여행","여행","국내여행","대구광역시","121","384","505","20210329"
"46221","10","군산여행","여행","국내여행","전라북도","145","349","494","20210329"
