"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40822","1","부산여행","여행","국내여행","부산광역시","1488","801","2289","20191007"
"40823","2","제주여행","여행","국내여행","제주특별자치도","1246","368","1614","20191007"
"40824","3","경주여행","여행","국내여행","경상북도","1118","460","1578","20191007"
"40825","4","여수여행","여행","국내여행","전라남도","720","316","1036","20191007"
"40826","5","강릉여행","여행","국내여행","강원도","655","252","907","20191007"
"40827","6","군산여행","여행","국내여행","전라북도","620","193","813","20191007"
"40828","7","전주여행","여행","국내여행","전라북도","539","199","738","20191007"
"40829","8","속초여행","여행","국내여행","강원도","491","222","713","20191007"
"40830","9","대구여행","여행","국내여행","대구광역시","436","196","632","20191007"
"40831","10","순천여행","여행","국내여행","전라남도","345","188","533","20191007"
