"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41952","1","부산여행","여행","국내여행","부산광역시","2395","867","3262","20200128"
"41953","2","제주여행","여행","국내여행","제주특별자치도","2308","601","2909","20200128"
"41954","3","여수여행","여행","국내여행","전라남도","1205","274","1479","20200128"
"41955","4","경주여행","여행","국내여행","경상북도","1101","266","1367","20200128"
"41956","5","강릉여행","여행","국내여행","강원도","1005","302","1307","20200128"
"41957","6","속초여행","여행","국내여행","강원도","592","214","806","20200128"
"41958","7","전주여행","여행","국내여행","전라북도","633","172","805","20200128"
"41959","8","대구여행","여행","국내여행","대구광역시","520","150","670","20200128"
"41960","9","남해여행","여행","국내여행","경상남도","494","134","628","20200128"
"41961","10","군산여행","여행","국내여행","전라북도","467","158","625","20200128"
