"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41102","1","부산여행","여행","국내여행","부산광역시","2078","865","2943","20191104"
"41103","2","제주여행","여행","국내여행","제주특별자치도","1348","443","1791","20191104"
"41104","3","경주여행","여행","국내여행","경상북도","1080","410","1490","20191104"
"41105","4","여수여행","여행","국내여행","전라남도","881","279","1160","20191104"
"41106","5","강릉여행","여행","국내여행","강원도","843","297","1140","20191104"
"41107","6","전주여행","여행","국내여행","전라북도","651","238","889","20191104"
"41108","7","군산여행","여행","국내여행","전라북도","542","196","738","20191104"
"41109","8","속초여행","여행","국내여행","강원도","513","192","705","20191104"
"41110","9","대구여행","여행","국내여행","대구광역시","500","182","682","20191104"
"41111","10","울산여행","여행","국내여행","울산광역시","391","153","544","20191104"
