"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48142","1","부산여행","여행","국내여행","부산광역시","656","2100","2756","20211008"
"48143","2","경주여행","여행","국내여행","경상북도","590","1658","2248","20211008"
"48144","3","제주여행","여행","국내여행","제주특별자치도","426","1718","2144","20211008"
"48145","4","여수여행","여행","국내여행","전라남도","370","1364","1734","20211008"
"48146","5","강릉여행","여행","국내여행","강원도","329","1008","1337","20211008"
"48147","6","전주여행","여행","국내여행","전라북도","278","905","1183","20211008"
"48148","7","군산여행","여행","국내여행","전라북도","260","856","1116","20211008"
"48149","8","속초여행","여행","국내여행","강원도","231","673","904","20211008"
"48150","9","대구여행","여행","국내여행","대구광역시","188","695","883","20211008"
"48151","10","포항여행","여행","국내여행","경상북도","181","575","756","20211008"
