"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49382","1","부산여행","여행","국내여행","부산광역시","619","2073","2692","20220204"
"49383","2","제주여행","여행","국내여행","제주특별자치도","403","1816","2219","20220204"
"49384","3","강릉여행","여행","국내여행","강원도","300","1201","1501","20220204"
"49385","4","경주여행","여행","국내여행","경상북도","254","1145","1399","20220204"
"49386","5","여수여행","여행","국내여행","전라남도","247","1098","1345","20220204"
"49387","6","속초여행","여행","국내여행","강원도","190","688","878","20220204"
"49388","7","전주여행","여행","국내여행","전라북도","197","663","860","20220204"
"49389","8","군산여행","여행","국내여행","전라북도","174","661","835","20220204"
"49390","9","남해여행","여행","국내여행","경상남도","175","458","633","20220204"
"49391","10","포항여행","여행","국내여행","경상북도","144","481","625","20220204"
