SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54292,1,부산여행,여행,국내여행,부산광역시,642,1798,2440,20230407
54293,2,여수여행,여행,국내여행,전라남도,479,1414,1893,20230407
54294,3,경주여행,여행,국내여행,경상북도,421,1341,1762,20230407
54295,4,군산여행,여행,국내여행,전라북도,254,1348,1602,20230407
54296,5,제주여행,여행,국내여행,제주특별자치도,363,1185,1548,20230407
54297,6,강릉여행,여행,국내여행,강원도,259,861,1120,20230407
54298,7,전주여행,여행,국내여행,전라북도,227,792,1019,20230407
54299,8,속초여행,여행,국내여행,강원도,215,643,858,20230407
54300,9,대구여행,여행,국내여행,대구광역시,191,611,802,20230407
54301,10,남해여행,여행,국내여행,경상남도,192,545,737,20230407
