"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43432","1","제주여행","여행","국내여행","제주특별자치도","1907","530","2437","20200624"
"43433","2","부산여행","여행","국내여행","부산광역시","1594","523","2117","20200624"
"43434","3","강릉여행","여행","국내여행","강원도","1010","339","1349","20200624"
"43435","4","여수여행","여행","국내여행","전라남도","1008","317","1325","20200624"
"43436","5","경주여행","여행","국내여행","경상북도","765","317","1082","20200624"
"43437","6","남해여행","여행","국내여행","경상남도","713","344","1057","20200624"
"43438","7","속초여행","여행","국내여행","강원도","695","265","960","20200624"
"43439","8","전주여행","여행","국내여행","전라북도","419","187","606","20200624"
"43440","9","통영여행","여행","국내여행","경상남도","364","161","525","20200624"
"43441","10","군산여행","여행","국내여행","전라북도","353","161","514","20200624"
