"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41932","1","부산여행","여행","국내여행","부산광역시","2911","406","3317","20200126"
"41933","2","제주여행","여행","국내여행","제주특별자치도","2282","139","2421","20200126"
"41934","3","여수여행","여행","국내여행","전라남도","1348","122","1470","20200126"
"41935","4","경주여행","여행","국내여행","경상북도","1227","117","1344","20200126"
"41936","5","강릉여행","여행","국내여행","강원도","1099","150","1249","20200126"
"41937","6","속초여행","여행","국내여행","강원도","768","92","860","20200126"
"41938","7","군산여행","여행","국내여행","전라북도","800","53","853","20200126"
"41939","8","전주여행","여행","국내여행","전라북도","680","83","763","20200126"
"41940","9","남해여행","여행","국내여행","경상남도","637","66","703","20200126"
"41941","10","대구여행","여행","국내여행","대구광역시","601","86","687","20200126"
