"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44702","1","제주여행","여행","국내여행","제주특별자치도","541","1794","2335","20201029"
"44703","2","부산여행","여행","국내여행","부산광역시","459","1477","1936","20201029"
"44704","3","경주여행","여행","국내여행","경상북도","454","1046","1500","20201029"
"44705","4","여수여행","여행","국내여행","전라남도","342","1016","1358","20201029"
"44706","5","강릉여행","여행","국내여행","강원도","256","794","1050","20201029"
"44707","6","속초여행","여행","국내여행","강원도","253","529","782","20201029"
"44708","7","전주여행","여행","국내여행","전라북도","206","574","780","20201029"
"44709","8","남해여행","여행","국내여행","경상남도","207","534","741","20201029"
"44710","9","군산여행","여행","국내여행","전라북도","173","423","596","20201029"
"44711","10","춘천여행","여행","국내여행","강원도","197","375","572","20201029"
