"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44862","1","부산여행","여행","국내여행","부산광역시","225","1973","2198","20201114"
"44863","2","제주여행","여행","국내여행","제주특별자치도","243","1827","2070","20201114"
"44864","3","경주여행","여행","국내여행","경상북도","141","1166","1307","20201114"
"44865","4","여수여행","여행","국내여행","전라남도","146","1139","1285","20201114"
"44866","5","강릉여행","여행","국내여행","강원도","148","902","1050","20201114"
"44867","6","속초여행","여행","국내여행","강원도","88","692","780","20201114"
"44868","7","전주여행","여행","국내여행","전라북도","101","607","708","20201114"
"44869","8","군산여행","여행","국내여행","전라북도","78","606","684","20201114"
"44870","9","춘천여행","여행","국내여행","강원도","51","492","543","20201114"
"44871","10","남해여행","여행","국내여행","경상남도","64","478","542","20201114"
