"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41422","1","부산여행","여행","국내여행","부산광역시","2403","865","3268","20191206"
"41423","2","제주여행","여행","국내여행","제주특별자치도","1348","433","1781","20191206"
"41424","3","강릉여행","여행","국내여행","강원도","1086","237","1323","20191206"
"41425","4","여수여행","여행","국내여행","전라남도","1036","284","1320","20191206"
"41426","5","경주여행","여행","국내여행","경상북도","866","226","1092","20191206"
"41427","6","속초여행","여행","국내여행","강원도","618","206","824","20191206"
"41428","7","전주여행","여행","국내여행","전라북도","630","178","808","20191206"
"41429","8","군산여행","여행","국내여행","전라북도","478","173","651","20191206"
"41430","9","대구여행","여행","국내여행","대구광역시","485","161","646","20191206"
"41431","10","춘천여행","여행","국내여행","강원도","359","111","470","20191206"
