"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49552","1","부산여행","여행","국내여행","부산광역시","595","1740","2335","20220221"
"49553","2","제주여행","여행","국내여행","제주특별자치도","560","1749","2309","20220221"
"49554","3","경주여행","여행","국내여행","경상북도","378","1219","1597","20220221"
"49555","4","여수여행","여행","국내여행","전라남도","333","1092","1425","20220221"
"49556","5","강릉여행","여행","국내여행","강원도","331","1048","1379","20220221"
"49557","6","전주여행","여행","국내여행","전라북도","252","678","930","20220221"
"49558","7","군산여행","여행","국내여행","전라북도","194","720","914","20220221"
"49559","8","속초여행","여행","국내여행","강원도","224","638","862","20220221"
"49560","9","남해여행","여행","국내여행","경상남도","201","624","825","20220221"
"49561","10","포항여행","여행","국내여행","경상북도","142","416","558","20220221"
