"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42742","1","제주여행","여행","국내여행","제주특별자치도","1611","428","2039","20200416"
"42743","2","부산여행","여행","국내여행","부산광역시","980","352","1332","20200416"
"42744","3","강릉여행","여행","국내여행","강원도","794","277","1071","20200416"
"42745","4","여수여행","여행","국내여행","전라남도","793","270","1063","20200416"
"42746","5","속초여행","여행","국내여행","강원도","546","209","755","20200416"
"42747","6","남해여행","여행","국내여행","경상남도","509","197","706","20200416"
"42748","7","경주여행","여행","국내여행","경상북도","457","224","681","20200416"
"42749","8","전주여행","여행","국내여행","전라북도","463","177","640","20200416"
"42750","9","군산여행","여행","국내여행","전라북도","357","215","572","20200416"
"42751","10","춘천여행","여행","국내여행","강원도","271","130","401","20200416"
