"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49152","1","부산여행","여행","국내여행","부산광역시","803","2464","3267","20220112"
"49153","2","제주여행","여행","국내여행","제주특별자치도","540","2293","2833","20220112"
"49154","3","강릉여행","여행","국내여행","강원도","326","1244","1570","20220112"
"49155","4","경주여행","여행","국내여행","경상북도","336","1163","1499","20220112"
"49156","5","여수여행","여행","국내여행","전라남도","262","1054","1316","20220112"
"49157","6","전주여행","여행","국내여행","전라북도","207","686","893","20220112"
"49158","7","속초여행","여행","국내여행","강원도","220","591","811","20220112"
"49159","8","군산여행","여행","국내여행","전라북도","191","576","767","20220112"
"49160","9","포항여행","여행","국내여행","경상북도","175","502","677","20220112"
"49161","10","남해여행","여행","국내여행","경상남도","170","471","641","20220112"
