"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43792","1","부산여행","여행","국내여행","부산광역시","3486","1266","4752","20200730"
"43793","2","여수여행","여행","국내여행","전라남도","2377","816","3193","20200730"
"43794","3","제주여행","여행","국내여행","제주특별자치도","2240","707","2947","20200730"
"43795","4","경주여행","여행","국내여행","경상북도","1763","572","2335","20200730"
"43796","5","강릉여행","여행","국내여행","강원도","1637","554","2191","20200730"
"43797","6","남해여행","여행","국내여행","경상남도","1393","535","1928","20200730"
"43798","7","속초여행","여행","국내여행","강원도","1405","430","1835","20200730"
"43799","8","전주여행","여행","국내여행","전라북도","970","283","1253","20200730"
"43800","9","군산여행","여행","국내여행","전라북도","852","300","1152","20200730"
"43801","10","포항여행","여행","국내여행","경상북도","847","269","1116","20200730"
