"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46572","1","제주여행","여행","국내여행","제주특별자치도","612","1693","2305","20210504"
"46573","2","부산여행","여행","국내여행","부산광역시","561","1674","2235","20210504"
"46574","3","경주여행","여행","국내여행","경상북도","402","1006","1408","20210504"
"46575","4","여수여행","여행","국내여행","전라남도","365","1029","1394","20210504"
"46576","5","강릉여행","여행","국내여행","강원도","340","893","1233","20210504"
"46577","6","전주여행","여행","국내여행","전라북도","228","642","870","20210504"
"46578","7","속초여행","여행","국내여행","강원도","237","581","818","20210504"
"46579","8","군산여행","여행","국내여행","전라북도","191","585","776","20210504"
"46580","9","춘천여행","여행","국내여행","강원도","168","518","686","20210504"
"46581","10","남해여행","여행","국내여행","경상남도","188","476","664","20210504"
