"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43232","1","제주여행","여행","국내여행","제주특별자치도","1674","465","2139","20200604"
"43233","2","부산여행","여행","국내여행","부산광역시","1270","411","1681","20200604"
"43234","3","여수여행","여행","국내여행","전라남도","1077","360","1437","20200604"
"43235","4","강릉여행","여행","국내여행","강원도","908","290","1198","20200604"
"43236","5","경주여행","여행","국내여행","경상북도","729","262","991","20200604"
"43237","6","속초여행","여행","국내여행","강원도","709","223","932","20200604"
"43238","7","남해여행","여행","국내여행","경상남도","597","208","805","20200604"
"43239","8","전주여행","여행","국내여행","전라북도","485","194","679","20200604"
"43240","9","군산여행","여행","국내여행","전라북도","415","179","594","20200604"
"43241","10","춘천여행","여행","국내여행","강원도","360","153","513","20200604"
