"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43092","1","제주여행","여행","국내여행","제주특별자치도","1825","435","2260","20200521"
"43093","2","부산여행","여행","국내여행","부산광역시","1124","308","1432","20200521"
"43094","3","강릉여행","여행","국내여행","강원도","869","281","1150","20200521"
"43095","4","여수여행","여행","국내여행","전라남도","838","271","1109","20200521"
"43096","5","속초여행","여행","국내여행","강원도","656","221","877","20200521"
"43097","6","경주여행","여행","국내여행","경상북도","639","224","863","20200521"
"43098","7","남해여행","여행","국내여행","경상남도","607","178","785","20200521"
"43099","8","전주여행","여행","국내여행","전라북도","604","152","756","20200521"
"43100","9","군산여행","여행","국내여행","전라북도","414","161","575","20200521"
"43101","10","춘천여행","여행","국내여행","강원도","308","140","448","20200521"
