"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49182","1","부산여행","여행","국내여행","부산광역시","407","2751","3158","20220115"
"49183","2","제주여행","여행","국내여행","제주특별자치도","246","2093","2339","20220115"
"49184","3","경주여행","여행","국내여행","경상북도","157","1411","1568","20220115"
"49185","4","강릉여행","여행","국내여행","강원도","163","1348","1511","20220115"
"49186","5","여수여행","여행","국내여행","전라남도","147","1323","1470","20220115"
"49187","6","군산여행","여행","국내여행","전라북도","91","881","972","20220115"
"49188","7","전주여행","여행","국내여행","전라북도","106","862","968","20220115"
"49189","8","속초여행","여행","국내여행","강원도","102","850","952","20220115"
"49190","9","포항여행","여행","국내여행","경상북도","89","665","754","20220115"
"49191","10","대구여행","여행","국내여행","대구광역시","84","612","696","20220115"
