"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43612","1","부산여행","여행","국내여행","부산광역시","3177","433","3610","20200712"
"43613","2","제주여행","여행","국내여행","제주특별자치도","2930","356","3286","20200712"
"43614","3","여수여행","여행","국내여행","전라남도","2079","333","2412","20200712"
"43615","4","강릉여행","여행","국내여행","강원도","1924","365","2289","20200712"
"43616","5","경주여행","여행","국내여행","경상북도","1491","245","1736","20200712"
"43617","6","속초여행","여행","국내여행","강원도","1464","212","1676","20200712"
"43618","7","남해여행","여행","국내여행","경상남도","1387","156","1543","20200712"
"43619","8","통영여행","여행","국내여행","경상남도","747","133","880","20200712"
"43620","9","군산여행","여행","국내여행","전라북도","766","103","869","20200712"
"43621","10","전주여행","여행","국내여행","전라북도","650","120","770","20200712"
