"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49622","1","제주여행","여행","국내여행","제주특별자치도","393","1569","1962","20220228"
"49623","2","부산여행","여행","국내여행","부산광역시","300","1473","1773","20220228"
"49624","3","경주여행","여행","국내여행","경상북도","272","1078","1350","20220228"
"49625","4","여수여행","여행","국내여행","전라남도","216","1031","1247","20220228"
"49626","5","강릉여행","여행","국내여행","강원도","223","865","1088","20220228"
"49627","6","군산여행","여행","국내여행","전라북도","137","772","909","20220228"
"49628","7","전주여행","여행","국내여행","전라북도","170","736","906","20220228"
"49629","8","남해여행","여행","국내여행","경상남도","169","636","805","20220228"
"49630","9","대구여행","여행","국내여행","대구광역시","112","607","719","20220228"
"49631","10","속초여행","여행","국내여행","강원도","171","532","703","20220228"
