"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43722","1","부산여행","여행","국내여행","부산광역시","2904","1103","4007","20200723"
"43723","2","제주여행","여행","국내여행","제주특별자치도","2303","730","3033","20200723"
"43724","3","여수여행","여행","국내여행","전라남도","1977","690","2667","20200723"
"43725","4","강릉여행","여행","국내여행","강원도","1372","596","1968","20200723"
"43726","5","속초여행","여행","국내여행","강원도","1225","468","1693","20200723"
"43727","6","경주여행","여행","국내여행","경상북도","1272","410","1682","20200723"
"43728","7","남해여행","여행","국내여행","경상남도","1111","392","1503","20200723"
"43729","8","전주여행","여행","국내여행","전라북도","691","215","906","20200723"
"43730","9","포항여행","여행","국내여행","경상북도","662","204","866","20200723"
"43731","10","군산여행","여행","국내여행","전라북도","612","248","860","20200723"
