"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49302","1","부산여행","여행","국내여행","부산광역시","498","2012","2510","20220127"
"49303","2","제주여행","여행","국내여행","제주특별자치도","427","1668","2095","20220127"
"49304","3","경주여행","여행","국내여행","경상북도","301","961","1262","20220127"
"49305","4","여수여행","여행","국내여행","전라남도","252","995","1247","20220127"
"49306","5","강릉여행","여행","국내여행","강원도","318","911","1229","20220127"
"49307","6","속초여행","여행","국내여행","강원도","213","648","861","20220127"
"49308","7","전주여행","여행","국내여행","전라북도","193","654","847","20220127"
"49309","8","군산여행","여행","국내여행","전라북도","162","549","711","20220127"
"49310","9","남해여행","여행","국내여행","경상남도","164","452","616","20220127"
"49311","10","포항여행","여행","국내여행","경상북도","149","406","555","20220127"
