"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49392","1","부산여행","여행","국내여행","부산광역시","336","2158","2494","20220205"
"49393","2","제주여행","여행","국내여행","제주특별자치도","195","2139","2334","20220205"
"49394","3","강릉여행","여행","국내여행","강원도","176","1303","1479","20220205"
"49395","4","경주여행","여행","국내여행","경상북도","120","1200","1320","20220205"
"49396","5","여수여행","여행","국내여행","전라남도","148","1120","1268","20220205"
"49397","6","전주여행","여행","국내여행","전라북도","120","667","787","20220205"
"49398","7","군산여행","여행","국내여행","전라북도","74","700","774","20220205"
"49399","8","속초여행","여행","국내여행","강원도","96","667","763","20220205"
"49400","9","남해여행","여행","국내여행","경상남도","70","510","580","20220205"
"49401","10","포항여행","여행","국내여행","경상북도","58","498","556","20220205"
