"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45492","1","제주여행","여행","국내여행","제주특별자치도","193","1875","2068","20210116"
"45493","2","부산여행","여행","국내여행","부산광역시","144","1205","1349","20210116"
"45494","3","강릉여행","여행","국내여행","강원도","89","617","706","20210116"
"45495","4","경주여행","여행","국내여행","경상북도","75","590","665","20210116"
"45496","5","여수여행","여행","국내여행","전라남도","85","576","661","20210116"
"45497","6","속초여행","여행","국내여행","강원도","65","511","576","20210116"
"45498","7","군산여행","여행","국내여행","전라북도","58","423","481","20210116"
"45499","8","전주여행","여행","국내여행","전라북도","46","400","446","20210116"
"45500","9","대구여행","여행","국내여행","대구광역시","45","327","372","20210116"
"45501","10","춘천여행","여행","국내여행","강원도","26","300","326","20210116"
