"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45962","1","제주여행","여행","국내여행","제주특별자치도","478","1696","2174","20210304"
"45963","2","부산여행","여행","국내여행","부산광역시","368","945","1313","20210304"
"45964","3","여수여행","여행","국내여행","전라남도","228","612","840","20210304"
"45965","4","경주여행","여행","국내여행","경상북도","226","552","778","20210304"
"45966","5","강릉여행","여행","국내여행","강원도","200","560","760","20210304"
"45967","6","군산여행","여행","국내여행","전라북도","174","355","529","20210304"
"45968","7","남해여행","여행","국내여행","경상남도","148","364","512","20210304"
"45969","8","전주여행","여행","국내여행","전라북도","155","356","511","20210304"
"45970","9","속초여행","여행","국내여행","강원도","128","334","462","20210304"
"45971","10","춘천여행","여행","국내여행","강원도","110","277","387","20210304"
