"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49672","1","제주여행","여행","국내여행","제주특별자치도","220","1449","1669","20220305"
"49673","2","부산여행","여행","국내여행","부산광역시","194","1333","1527","20220305"
"49674","3","여수여행","여행","국내여행","전라남도","143","1153","1296","20220305"
"49675","4","경주여행","여행","국내여행","경상북도","145","928","1073","20220305"
"49676","5","강릉여행","여행","국내여행","강원도","95","849","944","20220305"
"49677","6","군산여행","여행","국내여행","전라북도","66","761","827","20220305"
"49678","7","남해여행","여행","국내여행","경상남도","88","633","721","20220305"
"49679","8","전주여행","여행","국내여행","전라북도","84","604","688","20220305"
"49680","9","속초여행","여행","국내여행","강원도","74","497","571","20220305"
"49681","10","춘천여행","여행","국내여행","강원도","54","486","540","20220305"
