"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41632","1","부산여행","여행","국내여행","부산광역시","3209","1081","4290","20191227"
"41633","2","제주여행","여행","국내여행","제주특별자치도","1612","413","2025","20191227"
"41634","3","강릉여행","여행","국내여행","강원도","1337","348","1685","20191227"
"41635","4","여수여행","여행","국내여행","전라남도","1317","271","1588","20191227"
"41636","5","경주여행","여행","국내여행","경상북도","1156","268","1424","20191227"
"41637","6","속초여행","여행","국내여행","강원도","983","223","1206","20191227"
"41638","7","전주여행","여행","국내여행","전라북도","659","177","836","20191227"
"41639","8","대구여행","여행","국내여행","대구광역시","610","182","792","20191227"
"41640","9","군산여행","여행","국내여행","전라북도","605","165","770","20191227"
"41641","10","포항여행","여행","국내여행","경상북도","458","127","585","20191227"
