"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48652","1","부산여행","여행","국내여행","부산광역시","368","2349","2717","20211128"
"48653","2","제주여행","여행","국내여행","제주특별자치도","189","1820","2009","20211128"
"48654","3","경주여행","여행","국내여행","경상북도","228","1249","1477","20211128"
"48655","4","강릉여행","여행","국내여행","강원도","147","1202","1349","20211128"
"48656","5","여수여행","여행","국내여행","전라남도","139","1201","1340","20211128"
"48657","6","속초여행","여행","국내여행","강원도","88","716","804","20211128"
"48658","7","전주여행","여행","국내여행","전라북도","108","668","776","20211128"
"48659","8","군산여행","여행","국내여행","전라북도","78","613","691","20211128"
"48660","9","대구여행","여행","국내여행","대구광역시","72","586","658","20211128"
"48661","10","포항여행","여행","국내여행","경상북도","76","541","617","20211128"
