"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41792","1","부산여행","여행","국내여행","부산광역시","2839","539","3378","20200112"
"41793","2","제주여행","여행","국내여행","제주특별자치도","2328","268","2596","20200112"
"41794","3","경주여행","여행","국내여행","경상북도","1222","124","1346","20200112"
"41795","4","여수여행","여행","국내여행","전라남도","1188","134","1322","20200112"
"41796","5","강릉여행","여행","국내여행","강원도","1141","156","1297","20200112"
"41797","6","속초여행","여행","국내여행","강원도","893","125","1018","20200112"
"41798","7","군산여행","여행","국내여행","전라북도","721","103","824","20200112"
"41799","8","전주여행","여행","국내여행","전라북도","651","72","723","20200112"
"41800","9","대구여행","여행","국내여행","대구광역시","598","86","684","20200112"
"41801","10","춘천여행","여행","국내여행","강원도","481","55","536","20200112"
