SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54752,1,부산여행,여행,국내여행,부산광역시,1055,2515,3570,20230523
54753,2,여수여행,여행,국내여행,전라남도,576,1838,2414,20230523
54754,3,경주여행,여행,국내여행,경상북도,745,1524,2269,20230523
54755,4,제주여행,여행,국내여행,제주특별자치도,478,1184,1662,20230523
54756,5,군산여행,여행,국내여행,전라북도,369,1276,1645,20230523
54757,6,강릉여행,여행,국내여행,강원도,478,1019,1497,20230523
54758,7,전주여행,여행,국내여행,전라북도,350,1020,1370,20230523
54759,8,대구여행,여행,국내여행,대구광역시,311,845,1156,20230523
54760,9,남해여행,여행,국내여행,경상남도,349,785,1134,20230523
54761,10,속초여행,여행,국내여행,강원도,307,819,1126,20230523
