"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42932","1","제주여행","여행","국내여행","제주특별자치도","1812","239","2051","20200505"
"42933","2","부산여행","여행","국내여행","부산광역시","1310","187","1497","20200505"
"42934","3","여수여행","여행","국내여행","전라남도","1016","158","1174","20200505"
"42935","4","강릉여행","여행","국내여행","강원도","912","169","1081","20200505"
"42936","5","경주여행","여행","국내여행","경상북도","768","129","897","20200505"
"42937","6","속초여행","여행","국내여행","강원도","622","96","718","20200505"
"42938","7","군산여행","여행","국내여행","전라북도","617","77","694","20200505"
"42939","8","남해여행","여행","국내여행","경상남도","589","72","661","20200505"
"42940","9","전주여행","여행","국내여행","전라북도","533","76","609","20200505"
"42941","10","춘천여행","여행","국내여행","강원도","407","60","467","20200505"
