"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46612","1","제주여행","여행","국내여행","제주특별자치도","214","1672","1886","20210508"
"46613","2","부산여행","여행","국내여행","부산광역시","243","1517","1760","20210508"
"46614","3","경주여행","여행","국내여행","경상북도","156","1110","1266","20210508"
"46615","4","여수여행","여행","국내여행","전라남도","144","992","1136","20210508"
"46616","5","강릉여행","여행","국내여행","강원도","113","763","876","20210508"
"46617","6","전주여행","여행","국내여행","전라북도","76","571","647","20210508"
"46618","7","남해여행","여행","국내여행","경상남도","108","522","630","20210508"
"46619","8","속초여행","여행","국내여행","강원도","79","544","623","20210508"
"46620","9","군산여행","여행","국내여행","전라북도","70","506","576","20210508"
"46621","10","대구여행","여행","국내여행","대구광역시","85","480","565","20210508"
