"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48902","1","부산여행","여행","국내여행","부산광역시","536","1745","2281","20211223"
"48903","2","제주여행","여행","국내여행","제주특별자치도","327","1399","1726","20211223"
"48904","3","여수여행","여행","국내여행","전라남도","252","975","1227","20211223"
"48905","4","강릉여행","여행","국내여행","강원도","271","903","1174","20211223"
"48906","5","경주여행","여행","국내여행","경상북도","271","832","1103","20211223"
"48907","6","속초여행","여행","국내여행","강원도","176","616","792","20211223"
"48908","7","전주여행","여행","국내여행","전라북도","173","546","719","20211223"
"48909","8","포항여행","여행","국내여행","경상북도","170","486","656","20211223"
"48910","9","군산여행","여행","국내여행","전라북도","163","481","644","20211223"
"48911","10","남해여행","여행","국내여행","경상남도","149","426","575","20211223"
