"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49102","1","부산여행","여행","국내여행","부산광역시","668","2552","3220","20220107"
"49103","2","제주여행","여행","국내여행","제주특별자치도","475","2092","2567","20220107"
"49104","3","강릉여행","여행","국내여행","강원도","293","1177","1470","20220107"
"49105","4","경주여행","여행","국내여행","경상북도","288","1158","1446","20220107"
"49106","5","여수여행","여행","국내여행","전라남도","259","1115","1374","20220107"
"49107","6","속초여행","여행","국내여행","강원도","214","762","976","20220107"
"49108","7","군산여행","여행","국내여행","전라북도","173","726","899","20220107"
"49109","8","전주여행","여행","국내여행","전라북도","180","688","868","20220107"
"49110","9","남해여행","여행","국내여행","경상남도","160","509","669","20220107"
"49111","10","포항여행","여행","국내여행","경상북도","145","519","664","20220107"
