"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41532","1","부산여행","여행","국내여행","부산광역시","2786","1080","3866","20191217"
"41533","2","제주여행","여행","국내여행","제주특별자치도","1622","478","2100","20191217"
"41534","3","강릉여행","여행","국내여행","강원도","1029","362","1391","20191217"
"41535","4","여수여행","여행","국내여행","전라남도","942","252","1194","20191217"
"41536","5","경주여행","여행","국내여행","경상북도","810","273","1083","20191217"
"41537","6","속초여행","여행","국내여행","강원도","659","249","908","20191217"
"41538","7","군산여행","여행","국내여행","전라북도","493","183","676","20191217"
"41539","8","전주여행","여행","국내여행","전라북도","484","170","654","20191217"
"41540","9","대구여행","여행","국내여행","대구광역시","438","184","622","20191217"
"41541","10","목포여행","여행","국내여행","전라남도","374","144","518","20191217"
