"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41602","1","부산여행","여행","국내여행","부산광역시","2463","986","3449","20191224"
"41603","2","제주여행","여행","국내여행","제주특별자치도","1514","404","1918","20191224"
"41604","3","강릉여행","여행","국내여행","강원도","1033","295","1328","20191224"
"41605","4","여수여행","여행","국내여행","전라남도","978","273","1251","20191224"
"41606","5","경주여행","여행","국내여행","경상북도","862","244","1106","20191224"
"41607","6","속초여행","여행","국내여행","강원도","701","222","923","20191224"
"41608","7","대구여행","여행","국내여행","대구광역시","590","176","766","20191224"
"41609","8","군산여행","여행","국내여행","전라북도","544","170","714","20191224"
"41610","9","전주여행","여행","국내여행","전라북도","528","160","688","20191224"
"41611","10","춘천여행","여행","국내여행","강원도","371","115","486","20191224"
