"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43452","1","부산여행","여행","국내여행","부산광역시","1876","548","2424","20200626"
"43453","2","제주여행","여행","국내여행","제주특별자치도","1823","521","2344","20200626"
"43454","3","여수여행","여행","국내여행","전라남도","1213","407","1620","20200626"
"43455","4","강릉여행","여행","국내여행","강원도","1114","339","1453","20200626"
"43456","5","속초여행","여행","국내여행","강원도","952","262","1214","20200626"
"43457","6","경주여행","여행","국내여행","경상북도","875","283","1158","20200626"
"43458","7","남해여행","여행","국내여행","경상남도","796","296","1092","20200626"
"43459","8","군산여행","여행","국내여행","전라북도","505","178","683","20200626"
"43460","9","전주여행","여행","국내여행","전라북도","509","164","673","20200626"
"43461","10","통영여행","여행","국내여행","경상남도","418","159","577","20200626"
