"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47932","1","제주여행","여행","국내여행","제주특별자치도","424","1352","1776","20210917"
"47933","2","경주여행","여행","국내여행","경상북도","483","1237","1720","20210917"
"47934","3","부산여행","여행","국내여행","부산광역시","415","1273","1688","20210917"
"47935","4","여수여행","여행","국내여행","전라남도","326","952","1278","20210917"
"47936","5","강릉여행","여행","국내여행","강원도","199","689","888","20210917"
"47937","6","전주여행","여행","국내여행","전라북도","166","538","704","20210917"
"47938","7","속초여행","여행","국내여행","강원도","171","500","671","20210917"
"47939","8","군산여행","여행","국내여행","전라북도","163","490","653","20210917"
"47940","9","남해여행","여행","국내여행","경상남도","173","394","567","20210917"
"47941","10","춘천여행","여행","국내여행","강원도","135","390","525","20210917"
