SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54462,1,부산여행,여행,국내여행,부산광역시,992,2519,3511,20230424
54463,2,여수여행,여행,국내여행,전라남도,606,1908,2514,20230424
54464,3,경주여행,여행,국내여행,경상북도,671,1748,2419,20230424
54465,4,제주여행,여행,국내여행,제주특별자치도,477,1470,1947,20230424
54466,5,군산여행,여행,국내여행,전라북도,378,1189,1567,20230424
54467,6,강릉여행,여행,국내여행,강원도,459,1106,1565,20230424
54468,7,전주여행,여행,국내여행,전라북도,352,1060,1412,20230424
54469,8,속초여행,여행,국내여행,강원도,346,828,1174,20230424
54470,9,남해여행,여행,국내여행,경상남도,296,775,1071,20230424
54471,10,대구여행,여행,국내여행,대구광역시,267,759,1026,20230424
