"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49332","1","부산여행","여행","국내여행","부산광역시","283","2411","2694","20220130"
"49333","2","제주여행","여행","국내여행","제주특별자치도","141","1806","1947","20220130"
"49334","3","여수여행","여행","국내여행","전라남도","147","1376","1523","20220130"
"49335","4","강릉여행","여행","국내여행","강원도","149","1294","1443","20220130"
"49336","5","경주여행","여행","국내여행","경상북도","122","1274","1396","20220130"
"49337","6","군산여행","여행","국내여행","전라북도","76","977","1053","20220130"
"49338","7","속초여행","여행","국내여행","강원도","85","919","1004","20220130"
"49339","8","전주여행","여행","국내여행","전라북도","74","854","928","20220130"
"49340","9","남해여행","여행","국내여행","경상남도","69","681","750","20220130"
"49341","10","춘천여행","여행","국내여행","강원도","59","668","727","20220130"
