"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47642","1","제주여행","여행","국내여행","제주특별자치도","297","1333","1630","20210819"
"47643","2","여수여행","여행","국내여행","전라남도","357","1035","1392","20210819"
"47644","3","경주여행","여행","국내여행","경상북도","357","1026","1383","20210819"
"47645","4","부산여행","여행","국내여행","부산광역시","359","1011","1370","20210819"
"47646","5","강릉여행","여행","국내여행","강원도","294","726","1020","20210819"
"47647","6","군산여행","여행","국내여행","전라북도","187","581","768","20210819"
"47648","7","속초여행","여행","국내여행","강원도","203","548","751","20210819"
"47649","8","남해여행","여행","국내여행","경상남도","205","483","688","20210819"
"47650","9","전주여행","여행","국내여행","전라북도","183","470","653","20210819"
"47651","10","통영여행","여행","국내여행","경상남도","142","431","573","20210819"
