"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41172","1","부산여행","여행","국내여행","부산광역시","1921","696","2617","20191111"
"41173","2","제주여행","여행","국내여행","제주특별자치도","1288","385","1673","20191111"
"41174","3","경주여행","여행","국내여행","경상북도","958","276","1234","20191111"
"41175","4","강릉여행","여행","국내여행","강원도","800","285","1085","20191111"
"41176","5","여수여행","여행","국내여행","전라남도","777","292","1069","20191111"
"41177","6","전주여행","여행","국내여행","전라북도","562","230","792","20191111"
"41178","7","속초여행","여행","국내여행","강원도","528","185","713","20191111"
"41179","8","대구여행","여행","국내여행","대구광역시","512","171","683","20191111"
"41180","9","군산여행","여행","국내여행","전라북도","468","187","655","20191111"
"41181","10","순천여행","여행","국내여행","전라남도","429","161","590","20191111"
