SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54522,1,부산여행,여행,국내여행,부산광역시,296,2968,3264,20230430
54523,2,여수여행,여행,국내여행,전라남도,166,2160,2326,20230430
54524,3,경주여행,여행,국내여행,경상북도,200,2016,2216,20230430
54525,4,군산여행,여행,국내여행,전라북도,100,2036,2136,20230430
54526,5,제주여행,여행,국내여행,제주특별자치도,175,1387,1562,20230430
54527,6,강릉여행,여행,국내여행,강원도,126,1227,1353,20230430
54528,7,전주여행,여행,국내여행,전라북도,113,1240,1353,20230430
54529,8,속초여행,여행,국내여행,강원도,99,1106,1205,20230430
54530,9,대구여행,여행,국내여행,대구광역시,114,1041,1155,20230430
54531,10,남해여행,여행,국내여행,경상남도,100,990,1090,20230430
