"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40032","1","부산여행","여행","국내여행","부산광역시","2469","772","3241","20190720"
"40033","2","제주여행","여행","국내여행","제주특별자치도","1719","388","2107","20190720"
"40034","3","여수여행","여행","국내여행","전라남도","1429","245","1674","20190720"
"40035","4","강릉여행","여행","국내여행","강원도","1208","277","1485","20190720"
"40036","5","경주여행","여행","국내여행","경상북도","1062","236","1298","20190720"
"40037","6","속초여행","여행","국내여행","강원도","992","139","1131","20190720"
"40038","7","목포여행","여행","국내여행","전라남도","620","102","722","20190720"
"40039","8","군산여행","여행","국내여행","전라북도","599","83","682","20190720"
"40040","9","춘천여행","여행","국내여행","강원도","572","84","656","20190720"
"40041","10","대구여행","여행","국내여행","대구광역시","536","115","651","20190720"
