"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48212","1","제주여행","여행","국내여행","제주특별자치도","423","1558","1981","20211015"
"48213","2","경주여행","여행","국내여행","경상북도","371","1374","1745","20211015"
"48214","3","부산여행","여행","국내여행","부산광역시","379","1349","1728","20211015"
"48215","4","여수여행","여행","국내여행","전라남도","292","945","1237","20211015"
"48216","5","강릉여행","여행","국내여행","강원도","220","712","932","20211015"
"48217","6","전주여행","여행","국내여행","전라북도","183","631","814","20211015"
"48218","7","속초여행","여행","국내여행","강원도","173","519","692","20211015"
"48219","8","군산여행","여행","국내여행","전라북도","156","498","654","20211015"
"48220","9","포항여행","여행","국내여행","경상북도","142","426","568","20211015"
"48221","10","춘천여행","여행","국내여행","강원도","132","400","532","20211015"
