"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42202","1","제주여행","여행","국내여행","제주특별자치도","1675","193","1868","20200222"
"42203","2","부산여행","여행","국내여행","부산광역시","1101","126","1227","20200222"
"42204","3","강릉여행","여행","국내여행","강원도","818","102","920","20200222"
"42205","4","속초여행","여행","국내여행","강원도","701","66","767","20200222"
"42206","5","여수여행","여행","국내여행","전라남도","656","51","707","20200222"
"42207","6","대구여행","여행","국내여행","대구광역시","541","70","611","20200222"
"42208","7","경주여행","여행","국내여행","경상북도","354","59","413","20200222"
"42209","8","전주여행","여행","국내여행","전라북도","307","34","341","20200222"
"42210","9","춘천여행","여행","국내여행","강원도","261","28","289","20200222"
"42211","10","군산여행","여행","국내여행","전라북도","228","22","250","20200222"
