"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46742","1","부산여행","여행","국내여행","부산광역시","554","1579","2133","20210521"
"46743","2","제주여행","여행","국내여행","제주특별자치도","466","1485","1951","20210521"
"46744","3","경주여행","여행","국내여행","경상북도","420","928","1348","20210521"
"46745","4","여수여행","여행","국내여행","전라남도","340","865","1205","20210521"
"46746","5","강릉여행","여행","국내여행","강원도","304","790","1094","20210521"
"46747","6","전주여행","여행","국내여행","전라북도","204","563","767","20210521"
"46748","7","속초여행","여행","국내여행","강원도","220","525","745","20210521"
"46749","8","군산여행","여행","국내여행","전라북도","201","478","679","20210521"
"46750","9","남해여행","여행","국내여행","경상남도","176","477","653","20210521"
"46751","10","대구여행","여행","국내여행","대구광역시","150","403","553","20210521"
