SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54372,1,부산여행,여행,국내여행,부산광역시,272,2290,2562,20230415
54373,2,여수여행,여행,국내여행,전라남도,155,1675,1830,20230415
54374,3,경주여행,여행,국내여행,경상북도,169,1383,1552,20230415
54375,4,제주여행,여행,국내여행,제주특별자치도,161,1324,1485,20230415
54376,5,군산여행,여행,국내여행,전라북도,81,1355,1436,20230415
54377,6,강릉여행,여행,국내여행,강원도,122,1141,1263,20230415
54378,7,전주여행,여행,국내여행,전라북도,107,933,1040,20230415
54379,8,속초여행,여행,국내여행,강원도,73,770,843,20230415
54380,9,대구여행,여행,국내여행,대구광역시,74,726,800,20230415
54381,10,남해여행,여행,국내여행,경상남도,76,635,711,20230415
