"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42992","1","제주여행","여행","국내여행","제주특별자치도","1720","332","2052","20200511"
"42993","2","부산여행","여행","국내여행","부산광역시","932","280","1212","20200511"
"42994","3","강릉여행","여행","국내여행","강원도","802","257","1059","20200511"
"42995","4","여수여행","여행","국내여행","전라남도","759","239","998","20200511"
"42996","5","경주여행","여행","국내여행","경상북도","505","220","725","20200511"
"42997","6","속초여행","여행","국내여행","강원도","481","184","665","20200511"
"42998","7","남해여행","여행","국내여행","경상남도","431","171","602","20200511"
"42999","8","전주여행","여행","국내여행","전라북도","409","145","554","20200511"
"43000","9","군산여행","여행","국내여행","전라북도","326","133","459","20200511"
"43001","10","통영여행","여행","국내여행","경상남도","278","105","383","20200511"
