"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47342","1","부산여행","여행","국내여행","부산광역시","706","1733","2439","20210720"
"47343","2","제주여행","여행","국내여행","제주특별자치도","498","1741","2239","20210720"
"47344","3","여수여행","여행","국내여행","전라남도","618","1418","2036","20210720"
"47345","4","경주여행","여행","국내여행","경상북도","433","1178","1611","20210720"
"47346","5","남해여행","여행","국내여행","경상남도","359","770","1129","20210720"
"47347","6","강릉여행","여행","국내여행","강원도","247","738","985","20210720"
"47348","7","속초여행","여행","국내여행","강원도","252","623","875","20210720"
"47349","8","전주여행","여행","국내여행","전라북도","222","576","798","20210720"
"47350","9","군산여행","여행","국내여행","전라북도","227","563","790","20210720"
"47351","10","통영여행","여행","국내여행","경상남도","198","507","705","20210720"
