"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45732","1","제주여행","여행","국내여행","제주특별자치도","397","1570","1967","20210209"
"45733","2","부산여행","여행","국내여행","부산광역시","314","1202","1516","20210209"
"45734","3","경주여행","여행","국내여행","경상북도","223","640","863","20210209"
"45735","4","강릉여행","여행","국내여행","강원도","227","623","850","20210209"
"45736","5","여수여행","여행","국내여행","전라남도","201","644","845","20210209"
"45737","6","속초여행","여행","국내여행","강원도","193","408","601","20210209"
"45738","7","군산여행","여행","국내여행","전라북도","153","409","562","20210209"
"45739","8","전주여행","여행","국내여행","전라북도","147","406","553","20210209"
"45740","9","남해여행","여행","국내여행","경상남도","154","379","533","20210209"
"45741","10","대구여행","여행","국내여행","대구광역시","88","253","341","20210209"
