"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47532","1","부산여행","여행","국내여행","부산광역시","413","2193","2606","20210808"
"47533","2","제주여행","여행","국내여행","제주특별자치도","291","1961","2252","20210808"
"47534","3","여수여행","여행","국내여행","전라남도","251","1782","2033","20210808"
"47535","4","경주여행","여행","국내여행","경상북도","190","1488","1678","20210808"
"47536","5","강릉여행","여행","국내여행","강원도","178","1004","1182","20210808"
"47537","6","군산여행","여행","국내여행","전라북도","129","1018","1147","20210808"
"47538","7","남해여행","여행","국내여행","경상남도","129","894","1023","20210808"
"47539","8","전주여행","여행","국내여행","전라북도","103","899","1002","20210808"
"47540","9","속초여행","여행","국내여행","강원도","157","818","975","20210808"
"47541","10","통영여행","여행","국내여행","경상남도","100","639","739","20210808"
