"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49892","1","제주여행","여행","국내여행","제주특별자치도","284","2318","2602","20220327"
"49893","2","부산여행","여행","국내여행","부산광역시","280","2040","2320","20220327"
"49894","3","경주여행","여행","국내여행","경상북도","185","1916","2101","20220327"
"49895","4","여수여행","여행","국내여행","전라남도","134","1277","1411","20220327"
"49896","5","남해여행","여행","국내여행","경상남도","109","1025","1134","20220327"
"49897","6","강릉여행","여행","국내여행","강원도","124","847","971","20220327"
"49898","7","전주여행","여행","국내여행","전라북도","112","807","919","20220327"
"49899","8","군산여행","여행","국내여행","전라북도","88","803","891","20220327"
"49900","9","속초여행","여행","국내여행","강원도","70","543","613","20220327"
"49901","10","춘천여행","여행","국내여행","강원도","52","487","539","20220327"
