"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49162","1","부산여행","여행","국내여행","부산광역시","778","2469","3247","20220113"
"49163","2","제주여행","여행","국내여행","제주특별자치도","531","2220","2751","20220113"
"49164","3","강릉여행","여행","국내여행","강원도","322","1185","1507","20220113"
"49165","4","경주여행","여행","국내여행","경상북도","340","1136","1476","20220113"
"49166","5","여수여행","여행","국내여행","전라남도","300","1041","1341","20220113"
"49167","6","속초여행","여행","국내여행","강원도","232","709","941","20220113"
"49168","7","전주여행","여행","국내여행","전라북도","223","685","908","20220113"
"49169","8","군산여행","여행","국내여행","전라북도","204","617","821","20220113"
"49170","9","포항여행","여행","국내여행","경상북도","172","475","647","20220113"
"49171","10","대구여행","여행","국내여행","대구광역시","147","486","633","20220113"
