"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49832","1","제주여행","여행","국내여행","제주특별자치도","645","1958","2603","20220321"
"49833","2","부산여행","여행","국내여행","부산광역시","567","1518","2085","20220321"
"49834","3","경주여행","여행","국내여행","경상북도","538","1246","1784","20220321"
"49835","4","여수여행","여행","국내여행","전라남도","366","1002","1368","20220321"
"49836","5","남해여행","여행","국내여행","경상남도","258","833","1091","20220321"
"49837","6","강릉여행","여행","국내여행","강원도","229","645","874","20220321"
"49838","7","전주여행","여행","국내여행","전라북도","217","583","800","20220321"
"49839","8","군산여행","여행","국내여행","전라북도","152","544","696","20220321"
"49840","9","속초여행","여행","국내여행","강원도","178","389","567","20220321"
"49841","10","대구여행","여행","국내여행","대구광역시","188","371","559","20220321"
